town,state,sentiment_score,number_of_posts,satisfaction_score,star_fill,x,y,score_valid
Eddystone, PA,0.348033898,236,3.2,0,5,1,1
Landisburg, PA,0.116433333,12,2.7,100,1,1,1
Landisburg, PA,0.116433333,12,2.7,100,2,1,1
Landisburg, PA,0.116433333,12,2.7,70.00000000000001,3,1,1
Landisburg, PA,0.116433333,12,2.7,0,4,1,1
Landisburg, PA,0.116433333,12,2.7,0,5,1,1
Shamokin, PA,0.387491667,312,3.3,100,1,1,1
Shamokin, PA,0.387491667,312,3.3,100,2,1,1
Shamokin, PA,0.387491667,312,3.3,100,3,1,1
Shamokin, PA,0.387491667,312,3.3,29.999999999999982,4,1,1
Shamokin, PA,0.387491667,312,3.3,0,5,1,1
Hamel, MN,0.270938507,335,3.0,100,1,1,1
Hamel, MN,0.270938507,335,3.0,100,2,1,1
Hamel, MN,0.270938507,335,3.0,100,3,1,1
Hamel, MN,0.270938507,335,3.0,0.0,4,1,1
Hamel, MN,0.270938507,335,3.0,0,5,1,1
Vienna, VA,0.301251376,327,3.1,100,1,1,1
Vienna, VA,0.301251376,327,3.1,100,2,1,1
Vienna, VA,0.301251376,327,3.1,100,3,1,1
Vienna, VA,0.301251376,327,3.1,10.000000000000009,4,1,1
Vienna, VA,0.301251376,327,3.1,0,5,1,1
Independence, KY,0.285555153,1601,3.1,100,1,1,1
Independence, KY,0.285555153,1601,3.1,100,2,1,1
Independence, KY,0.285555153,1601,3.1,100,3,1,1
Independence, KY,0.285555153,1601,3.1,10.000000000000009,4,1,1
Independence, KY,0.285555153,1601,3.1,0,5,1,1
Syracuse, KS,0.431423592,657,3.4,100,1,1,1
Syracuse, KS,0.431423592,657,3.4,100,2,1,1
Syracuse, KS,0.431423592,657,3.4,100,3,1,1
Syracuse, KS,0.431423592,657,3.4,39.99999999999999,4,1,1
Syracuse, KS,0.431423592,657,3.4,0,5,1,1
Inman, SC,0.30027886,4314,3.1,100,1,1,1
Inman, SC,0.30027886,4314,3.1,100,2,1,1
Inman, SC,0.30027886,4314,3.1,100,3,1,1
Inman, SC,0.30027886,4314,3.1,10.000000000000009,4,1,1
Inman, SC,0.30027886,4314,3.1,0,5,1,1
Gloucester, MA,0.354272166,2946,3.2,100,1,1,1
Gloucester, MA,0.354272166,2946,3.2,100,2,1,1
Gloucester, MA,0.354272166,2946,3.2,100,3,1,1
Gloucester, MA,0.354272166,2946,3.2,20.000000000000018,4,1,1
Gloucester, MA,0.354272166,2946,3.2,0,5,1,1
Rockville, MD,0.315957735,2172,3.1,100,1,1,1
Rockville, MD,0.315957735,2172,3.1,100,2,1,1
Rockville, MD,0.315957735,2172,3.1,100,3,1,1
Rockville, MD,0.315957735,2172,3.1,10.000000000000009,4,1,1
Rockville, MD,0.315957735,2172,3.1,0,5,1,1
Stevens Point, WI,0.285874658,146,3.1,100,1,1,1
Stevens Point, WI,0.285874658,146,3.1,100,2,1,1
Stevens Point, WI,0.285874658,146,3.1,100,3,1,1
Stevens Point, WI,0.285874658,146,3.1,10.000000000000009,4,1,1
Stevens Point, WI,0.285874658,146,3.1,0,5,1,1
Anderson, SC,0.29615569,14737,3.1,100,1,1,1
Anderson, SC,0.29615569,14737,3.1,100,2,1,1
Anderson, SC,0.29615569,14737,3.1,100,3,1,1
Anderson, SC,0.29615569,14737,3.1,10.000000000000009,4,1,1
Anderson, SC,0.29615569,14737,3.1,0,5,1,1
Spartanburg, SC,0.318594869,11518,3.1,100,1,1,1
Spartanburg, SC,0.318594869,11518,3.1,100,2,1,1
Spartanburg, SC,0.318594869,11518,3.1,100,3,1,1
Spartanburg, SC,0.318594869,11518,3.1,10.000000000000009,4,1,1
Spartanburg, SC,0.318594869,11518,3.1,0,5,1,1
Jefferson, SC,0.196992813,487,2.9,100,1,1,1
Jefferson, SC,0.196992813,487,2.9,100,2,1,1
Jefferson, SC,0.196992813,487,2.9,89.99999999999999,3,1,1
Jefferson, SC,0.196992813,487,2.9,0,4,1,1
Jefferson, SC,0.196992813,487,2.9,0,5,1,1
Cordova, TN,0.305572347,311,3.1,100,1,1,1
Cordova, TN,0.305572347,311,3.1,100,2,1,1
Cordova, TN,0.305572347,311,3.1,100,3,1,1
Cordova, TN,0.305572347,311,3.1,10.000000000000009,4,1,1
Cordova, TN,0.305572347,311,3.1,0,5,1,1
Gulf Shores, AL,0.273138476,6799,3.0,100,1,1,1
Gulf Shores, AL,0.273138476,6799,3.0,100,2,1,1
Gulf Shores, AL,0.273138476,6799,3.0,100,3,1,1
Gulf Shores, AL,0.273138476,6799,3.0,0.0,4,1,1
Gulf Shores, AL,0.273138476,6799,3.0,0,5,1,1
Opp, AL,0.216958974,117,2.9,100,1,1,1
Opp, AL,0.216958974,117,2.9,100,2,1,1
Opp, AL,0.216958974,117,2.9,89.99999999999999,3,1,1
Opp, AL,0.216958974,117,2.9,0,4,1,1
Opp, AL,0.216958974,117,2.9,0,5,1,1
Rainbow City, AL,0.261150875,800,3.0,100,1,1,1
Rainbow City, AL,0.261150875,800,3.0,100,2,1,1
Rainbow City, AL,0.261150875,800,3.0,100,3,1,1
Rainbow City, AL,0.261150875,800,3.0,0.0,4,1,1
Rainbow City, AL,0.261150875,800,3.0,0,5,1,1
Prior Lake, MN,0.281521557,3957,3.1,100,1,1,1
Prior Lake, MN,0.281521557,3957,3.1,100,2,1,1
Prior Lake, MN,0.281521557,3957,3.1,100,3,1,1
Prior Lake, MN,0.281521557,3957,3.1,10.000000000000009,4,1,1
Prior Lake, MN,0.281521557,3957,3.1,0,5,1,1
Boscawen, NH,0.097341667,72,2.7,100,1,1,1
Boscawen, NH,0.097341667,72,2.7,100,2,1,1
Boscawen, NH,0.097341667,72,2.7,70.00000000000001,3,1,1
Boscawen, NH,0.097341667,72,2.7,0,4,1,1
Boscawen, NH,0.097341667,72,2.7,0,5,1,1
Northern Cambria, PA,0.066740625,64,2.6,100,1,1,1
Northern Cambria, PA,0.066740625,64,2.6,100,2,1,1
Northern Cambria, PA,0.066740625,64,2.6,60.00000000000001,3,1,1
Northern Cambria, PA,0.066740625,64,2.6,0,4,1,1
Northern Cambria, PA,0.066740625,64,2.6,0,5,1,1
Swarthmore, PA,0.345138351,1116,3.2,100,1,1,1
Swarthmore, PA,0.345138351,1116,3.2,100,2,1,1
Swarthmore, PA,0.345138351,1116,3.2,100,3,1,1
Swarthmore, PA,0.345138351,1116,3.2,20.000000000000018,4,1,1
Swarthmore, PA,0.345138351,1116,3.2,0,5,1,1
Evergreen Park, IL,0.031756962,79,2.5,100,1,1,1
Evergreen Park, IL,0.031756962,79,2.5,100,2,1,1
Evergreen Park, IL,0.031756962,79,2.5,50.0,3,1,1
Evergreen Park, IL,0.031756962,79,2.5,0,4,1,1
Evergreen Park, IL,0.031756962,79,2.5,0,5,1,1
Kirkwood, MO,0.291445775,1136,3.1,100,1,1,1
Kirkwood, MO,0.291445775,1136,3.1,100,2,1,1
Kirkwood, MO,0.291445775,1136,3.1,100,3,1,1
Kirkwood, MO,0.291445775,1136,3.1,10.000000000000009,4,1,1
Kirkwood, MO,0.291445775,1136,3.1,0,5,1,1
White Bear Lake, MN,0.287261139,808,3.1,100,1,1,1
White Bear Lake, MN,0.287261139,808,3.1,100,2,1,1
White Bear Lake, MN,0.287261139,808,3.1,100,3,1,1
White Bear Lake, MN,0.287261139,808,3.1,10.000000000000009,4,1,1
White Bear Lake, MN,0.287261139,808,3.1,0,5,1,1
Plainview, MN,0.351418386,1115,3.2,100,1,1,1
Plainview, MN,0.351418386,1115,3.2,100,2,1,1
Plainview, MN,0.351418386,1115,3.2,100,3,1,1
Plainview, MN,0.351418386,1115,3.2,20.000000000000018,4,1,1
Plainview, MN,0.351418386,1115,3.2,0,5,1,1
Kershaw, SC,0.239845583,566,3.0,100,1,1,1
Kershaw, SC,0.239845583,566,3.0,100,2,1,1
Kershaw, SC,0.239845583,566,3.0,100,3,1,1
Kershaw, SC,0.239845583,566,3.0,0.0,4,1,1
Kershaw, SC,0.239845583,566,3.0,0,5,1,1
Laurens, SC,0.268667505,1511,3.0,100,1,1,1
Laurens, SC,0.268667505,1511,3.0,100,2,1,1
Laurens, SC,0.268667505,1511,3.0,100,3,1,1
Laurens, SC,0.268667505,1511,3.0,0.0,4,1,1
Laurens, SC,0.268667505,1511,3.0,0,5,1,1
Grant City, MO,0.226589286,28,2.9,100,1,1,1
Grant City, MO,0.226589286,28,2.9,100,2,1,1
Grant City, MO,0.226589286,28,2.9,89.99999999999999,3,1,1
Grant City, MO,0.226589286,28,2.9,0,4,1,1
Grant City, MO,0.226589286,28,2.9,0,5,1,1
Weston, OR,0.091181633,98,2.6,100,1,1,1
Weston, OR,0.091181633,98,2.6,100,2,1,1
Weston, OR,0.091181633,98,2.6,60.00000000000001,3,1,1
Weston, OR,0.091181633,98,2.6,0,4,1,1
Weston, OR,0.091181633,98,2.6,0,5,1,1
Hillsborough, NC,0.290278576,2880,3.1,100,1,1,1
Hillsborough, NC,0.290278576,2880,3.1,100,2,1,1
Hillsborough, NC,0.290278576,2880,3.1,100,3,1,1
Hillsborough, NC,0.290278576,2880,3.1,10.000000000000009,4,1,1
Hillsborough, NC,0.290278576,2880,3.1,0,5,1,1
Tulsa, OK,0.150780507,3119,2.8,100,1,1,1
Tulsa, OK,0.150780507,3119,2.8,100,2,1,1
Tulsa, OK,0.150780507,3119,2.8,79.99999999999999,3,1,1
Tulsa, OK,0.150780507,3119,2.8,0,4,1,1
Tulsa, OK,0.150780507,3119,2.8,0,5,1,1
Collegeville, PA,0.331891325,4023,3.2,100,1,1,1
Collegeville, PA,0.331891325,4023,3.2,100,2,1,1
Collegeville, PA,0.331891325,4023,3.2,100,3,1,1
Collegeville, PA,0.331891325,4023,3.2,20.000000000000018,4,1,1
Collegeville, PA,0.331891325,4023,3.2,0,5,1,1
Clayton, NC,0.356335152,7920,3.2,100,1,1,1
Clayton, NC,0.356335152,7920,3.2,100,2,1,1
Clayton, NC,0.356335152,7920,3.2,100,3,1,1
Clayton, NC,0.356335152,7920,3.2,20.000000000000018,4,1,1
Clayton, NC,0.356335152,7920,3.2,0,5,1,1
Greenville, MS,0.240350773,388,3.0,100,1,1,1
Greenville, MS,0.240350773,388,3.0,100,2,1,1
Greenville, MS,0.240350773,388,3.0,100,3,1,1
Greenville, MS,0.240350773,388,3.0,0.0,4,1,1
Greenville, MS,0.240350773,388,3.0,0,5,1,1
Laurys Station, PA,0.172166207,290,2.8,100,1,1,1
Laurys Station, PA,0.172166207,290,2.8,100,2,1,1
Laurys Station, PA,0.172166207,290,2.8,79.99999999999999,3,1,1
Laurys Station, PA,0.172166207,290,2.8,0,4,1,1
Laurys Station, PA,0.172166207,290,2.8,0,5,1,1
Sherman, TX,0.307674995,5195,3.1,100,1,1,1
Sherman, TX,0.307674995,5195,3.1,100,2,1,1
Sherman, TX,0.307674995,5195,3.1,100,3,1,1
Sherman, TX,0.307674995,5195,3.1,10.000000000000009,4,1,1
Sherman, TX,0.307674995,5195,3.1,0,5,1,1
Wallisville, TX,0.310512698,252,3.1,100,1,1,1
Wallisville, TX,0.310512698,252,3.1,100,2,1,1
Wallisville, TX,0.310512698,252,3.1,100,3,1,1
Wallisville, TX,0.310512698,252,3.1,10.000000000000009,4,1,1
Wallisville, TX,0.310512698,252,3.1,0,5,1,1
Harrodsburg, KY,0.30820539,2486,3.1,100,1,1,1
Harrodsburg, KY,0.30820539,2486,3.1,100,2,1,1
Harrodsburg, KY,0.30820539,2486,3.1,100,3,1,1
Harrodsburg, KY,0.30820539,2486,3.1,10.000000000000009,4,1,1
Harrodsburg, KY,0.30820539,2486,3.1,0,5,1,1
Quenemo, KS,0.103308333,12,2.7,100,1,1,1
Quenemo, KS,0.103308333,12,2.7,100,2,1,1
Quenemo, KS,0.103308333,12,2.7,70.00000000000001,3,1,1
Quenemo, KS,0.103308333,12,2.7,0,4,1,1
Quenemo, KS,0.103308333,12,2.7,0,5,1,1
Wyalusing, PA,0.1348,7,2.7,100,1,1,1
Wyalusing, PA,0.1348,7,2.7,100,2,1,1
Wyalusing, PA,0.1348,7,2.7,70.00000000000001,3,1,1
Wyalusing, PA,0.1348,7,2.7,0,4,1,1
Wyalusing, PA,0.1348,7,2.7,0,5,1,1
Statesville, NC,0.236330328,244,3.0,100,1,1,1
Statesville, NC,0.236330328,244,3.0,100,2,1,1
Statesville, NC,0.236330328,244,3.0,100,3,1,1
Statesville, NC,0.236330328,244,3.0,0.0,4,1,1
Statesville, NC,0.236330328,244,3.0,0,5,1,1
Wamego, KS,0.189076923,65,2.9,100,1,1,1
Wamego, KS,0.189076923,65,2.9,100,2,1,1
Wamego, KS,0.189076923,65,2.9,89.99999999999999,3,1,1
Wamego, KS,0.189076923,65,2.9,0,4,1,1
Wamego, KS,0.189076923,65,2.9,0,5,1,1
Concord, NC,0.453509163,251,3.5,100,1,1,1
Concord, NC,0.453509163,251,3.5,100,2,1,1
Concord, NC,0.453509163,251,3.5,100,3,1,1
Concord, NC,0.453509163,251,3.5,50.0,4,1,1
Concord, NC,0.453509163,251,3.5,0,5,1,1
Ross, CA,0.413613592,103,3.4,100,1,1,1
Ross, CA,0.413613592,103,3.4,100,2,1,1
Ross, CA,0.413613592,103,3.4,100,3,1,1
Ross, CA,0.413613592,103,3.4,39.99999999999999,4,1,1
Ross, CA,0.413613592,103,3.4,0,5,1,1
Bay, AR,n/a,0,0,0,1,1,0
Bay, AR,n/a,0,0,0,2,1,0
Bay, AR,n/a,0,0,0,3,1,0
Bay, AR,n/a,0,0,0,4,1,0
Bay, AR,n/a,0,0,0,5,1,0
Brighton, AL,0.478588095,42,3.5,100,1,1,1
Brighton, AL,0.478588095,42,3.5,100,2,1,1
Brighton, AL,0.478588095,42,3.5,100,3,1,1
Brighton, AL,0.478588095,42,3.5,50.0,4,1,1
Brighton, AL,0.478588095,42,3.5,0,5,1,1
Brookhaven, PA,0.33013605,2147,3.2,100,1,1,1
Brookhaven, PA,0.33013605,2147,3.2,100,2,1,1
Brookhaven, PA,0.33013605,2147,3.2,100,3,1,1
Brookhaven, PA,0.33013605,2147,3.2,20.000000000000018,4,1,1
Brookhaven, PA,0.33013605,2147,3.2,0,5,1,1
Glenmoore, PA,0.251457447,470,3.0,100,1,1,1
Glenmoore, PA,0.251457447,470,3.0,100,2,1,1
Glenmoore, PA,0.251457447,470,3.0,100,3,1,1
Glenmoore, PA,0.251457447,470,3.0,0.0,4,1,1
Glenmoore, PA,0.251457447,470,3.0,0,5,1,1
Northville, MI,n/a,0,0,0,1,1,0
Northville, MI,n/a,0,0,0,2,1,0
Northville, MI,n/a,0,0,0,3,1,0
Northville, MI,n/a,0,0,0,4,1,0
Northville, MI,n/a,0,0,0,5,1,0
Vandling, PA,n/a,0,0,0,1,1,0
Vandling, PA,n/a,0,0,0,2,1,0
Vandling, PA,n/a,0,0,0,3,1,0
Vandling, PA,n/a,0,0,0,4,1,0
Vandling, PA,n/a,0,0,0,5,1,0
Rome, NY,0,3,2.4,100,1,1,1
Rome, NY,0,3,2.4,100,2,1,1
Rome, NY,0,3,2.4,39.99999999999999,3,1,1
Rome, NY,0,3,2.4,0,4,1,1
Rome, NY,0,3,2.4,0,5,1,1
Lakeport, CA,0.155759091,66,2.8,100,1,1,1
Lakeport, CA,0.155759091,66,2.8,100,2,1,1
Lakeport, CA,0.155759091,66,2.8,79.99999999999999,3,1,1
Lakeport, CA,0.155759091,66,2.8,0,4,1,1
Lakeport, CA,0.155759091,66,2.8,0,5,1,1
Bristol, RI,0.315283853,737,3.1,100,1,1,1
Bristol, RI,0.315283853,737,3.1,100,2,1,1
Bristol, RI,0.315283853,737,3.1,100,3,1,1
Bristol, RI,0.315283853,737,3.1,10.000000000000009,4,1,1
Bristol, RI,0.315283853,737,3.1,0,5,1,1
Robards, KY,0.171326667,15,2.8,100,1,1,1
Robards, KY,0.171326667,15,2.8,100,2,1,1
Robards, KY,0.171326667,15,2.8,79.99999999999999,3,1,1
Robards, KY,0.171326667,15,2.8,0,4,1,1
Robards, KY,0.171326667,15,2.8,0,5,1,1
Foley, AL,0.262105995,4821,3.0,100,1,1,1
Foley, AL,0.262105995,4821,3.0,100,2,1,1
Foley, AL,0.262105995,4821,3.0,100,3,1,1
Foley, AL,0.262105995,4821,3.0,0.0,4,1,1
Foley, AL,0.262105995,4821,3.0,0,5,1,1
New Ellenton, SC,0.190238976,508,2.9,100,1,1,1
New Ellenton, SC,0.190238976,508,2.9,100,2,1,1
New Ellenton, SC,0.190238976,508,2.9,89.99999999999999,3,1,1
New Ellenton, SC,0.190238976,508,2.9,0,4,1,1
New Ellenton, SC,0.190238976,508,2.9,0,5,1,1
Blackwood, NJ,0.089262963,108,2.6,100,1,1,1
Blackwood, NJ,0.089262963,108,2.6,100,2,1,1
Blackwood, NJ,0.089262963,108,2.6,60.00000000000001,3,1,1
Blackwood, NJ,0.089262963,108,2.6,0,4,1,1
Blackwood, NJ,0.089262963,108,2.6,0,5,1,1
Union, OR,0.101837594,1596,2.7,100,1,1,1
Union, OR,0.101837594,1596,2.7,100,2,1,1
Union, OR,0.101837594,1596,2.7,70.00000000000001,3,1,1
Union, OR,0.101837594,1596,2.7,0,4,1,1
Union, OR,0.101837594,1596,2.7,0,5,1,1
Everett, PA,0.258038889,36,3.0,100,1,1,1
Everett, PA,0.258038889,36,3.0,100,2,1,1
Everett, PA,0.258038889,36,3.0,100,3,1,1
Everett, PA,0.258038889,36,3.0,0.0,4,1,1
Everett, PA,0.258038889,36,3.0,0,5,1,1
Conshohocken, PA,0.355653377,755,3.2,100,1,1,1
Conshohocken, PA,0.355653377,755,3.2,100,2,1,1
Conshohocken, PA,0.355653377,755,3.2,100,3,1,1
Conshohocken, PA,0.355653377,755,3.2,20.000000000000018,4,1,1
Conshohocken, PA,0.355653377,755,3.2,0,5,1,1
Fenton, MO,0.295856827,5156,3.1,100,1,1,1
Fenton, MO,0.295856827,5156,3.1,100,2,1,1
Fenton, MO,0.295856827,5156,3.1,100,3,1,1
Fenton, MO,0.295856827,5156,3.1,10.000000000000009,4,1,1
Fenton, MO,0.295856827,5156,3.1,0,5,1,1
Gettysburg, PA,0.242804199,3858,3.0,100,1,1,1
Gettysburg, PA,0.242804199,3858,3.0,100,2,1,1
Gettysburg, PA,0.242804199,3858,3.0,100,3,1,1
Gettysburg, PA,0.242804199,3858,3.0,0.0,4,1,1
Gettysburg, PA,0.242804199,3858,3.0,0,5,1,1
Loretto, MN,0.444308872,541,3.4,100,1,1,1
Loretto, MN,0.444308872,541,3.4,100,2,1,1
Loretto, MN,0.444308872,541,3.4,100,3,1,1
Loretto, MN,0.444308872,541,3.4,39.99999999999999,4,1,1
Loretto, MN,0.444308872,541,3.4,0,5,1,1
Texas City, TX,0.267848976,3222,3.0,100,1,1,1
Texas City, TX,0.267848976,3222,3.0,100,2,1,1
Texas City, TX,0.267848976,3222,3.0,100,3,1,1
Texas City, TX,0.267848976,3222,3.0,0.0,4,1,1
Texas City, TX,0.267848976,3222,3.0,0,5,1,1
Mount Sterling, KY,0.288363476,1703,3.1,100,1,1,1
Mount Sterling, KY,0.288363476,1703,3.1,100,2,1,1
Mount Sterling, KY,0.288363476,1703,3.1,100,3,1,1
Mount Sterling, KY,0.288363476,1703,3.1,10.000000000000009,4,1,1
Mount Sterling, KY,0.288363476,1703,3.1,0,5,1,1
Paint Lick, KY,0.2988,11,3.1,100,1,1,1
Paint Lick, KY,0.2988,11,3.1,100,2,1,1
Paint Lick, KY,0.2988,11,3.1,100,3,1,1
Paint Lick, KY,0.2988,11,3.1,10.000000000000009,4,1,1
Paint Lick, KY,0.2988,11,3.1,0,5,1,1
Bossier City, LA,0.320042334,4918,3.2,100,1,1,1
Bossier City, LA,0.320042334,4918,3.2,100,2,1,1
Bossier City, LA,0.320042334,4918,3.2,100,3,1,1
Bossier City, LA,0.320042334,4918,3.2,20.000000000000018,4,1,1
Bossier City, LA,0.320042334,4918,3.2,0,5,1,1
Santaquin, UT,0.073266667,36,2.6,100,1,1,1
Santaquin, UT,0.073266667,36,2.6,100,2,1,1
Santaquin, UT,0.073266667,36,2.6,60.00000000000001,3,1,1
Santaquin, UT,0.073266667,36,2.6,0,4,1,1
Santaquin, UT,0.073266667,36,2.6,0,5,1,1
Glenelg, MD,0.310666727,3318,3.1,100,1,1,1
Glenelg, MD,0.310666727,3318,3.1,100,2,1,1
Glenelg, MD,0.310666727,3318,3.1,100,3,1,1
Glenelg, MD,0.310666727,3318,3.1,10.000000000000009,4,1,1
Glenelg, MD,0.310666727,3318,3.1,0,5,1,1
Westerly, RI,0.294257977,1661,3.1,100,1,1,1
Westerly, RI,0.294257977,1661,3.1,100,2,1,1
Westerly, RI,0.294257977,1661,3.1,100,3,1,1
Westerly, RI,0.294257977,1661,3.1,10.000000000000009,4,1,1
Westerly, RI,0.294257977,1661,3.1,0,5,1,1
Jber, AK,0.058518182,11,2.6,100,1,1,1
Jber, AK,0.058518182,11,2.6,100,2,1,1
Jber, AK,0.058518182,11,2.6,60.00000000000001,3,1,1
Jber, AK,0.058518182,11,2.6,0,4,1,1
Jber, AK,0.058518182,11,2.6,0,5,1,1
Manning, SC,0.296066176,204,3.1,100,1,1,1
Manning, SC,0.296066176,204,3.1,100,2,1,1
Manning, SC,0.296066176,204,3.1,100,3,1,1
Manning, SC,0.296066176,204,3.1,10.000000000000009,4,1,1
Manning, SC,0.296066176,204,3.1,0,5,1,1
Nashua, NH,n/a,0,0,0,1,1,0
Nashua, NH,n/a,0,0,0,2,1,0
Nashua, NH,n/a,0,0,0,3,1,0
Nashua, NH,n/a,0,0,0,4,1,0
Nashua, NH,n/a,0,0,0,5,1,0
Broomall, PA,0.375123559,1180,3.3,100,1,1,1
Broomall, PA,0.375123559,1180,3.3,100,2,1,1
Broomall, PA,0.375123559,1180,3.3,100,3,1,1
Broomall, PA,0.375123559,1180,3.3,29.999999999999982,4,1,1
Broomall, PA,0.375123559,1180,3.3,0,5,1,1
East Brunswick, NJ,0.272703732,911,3.0,100,1,1,1
East Brunswick, NJ,0.272703732,911,3.0,100,2,1,1
East Brunswick, NJ,0.272703732,911,3.0,100,3,1,1
East Brunswick, NJ,0.272703732,911,3.0,0.0,4,1,1
East Brunswick, NJ,0.272703732,911,3.0,0,5,1,1
Palmerton, PA,0.351879427,943,3.2,100,1,1,1
Palmerton, PA,0.351879427,943,3.2,100,2,1,1
Palmerton, PA,0.351879427,943,3.2,100,3,1,1
Palmerton, PA,0.351879427,943,3.2,20.000000000000018,4,1,1
Palmerton, PA,0.351879427,943,3.2,0,5,1,1
Clovis, CA,0.229685256,624,2.9,100,1,1,1
Clovis, CA,0.229685256,624,2.9,100,2,1,1
Clovis, CA,0.229685256,624,2.9,89.99999999999999,3,1,1
Clovis, CA,0.229685256,624,2.9,0,4,1,1
Clovis, CA,0.229685256,624,2.9,0,5,1,1
Eldred, PA,0.219326786,224,2.9,100,1,1,1
Eldred, PA,0.219326786,224,2.9,100,2,1,1
Eldred, PA,0.219326786,224,2.9,89.99999999999999,3,1,1
Eldred, PA,0.219326786,224,2.9,0,4,1,1
Eldred, PA,0.219326786,224,2.9,0,5,1,1
Elizabethtown, KY,0.292352121,1792,3.1,100,1,1,1
Elizabethtown, KY,0.292352121,1792,3.1,100,2,1,1
Elizabethtown, KY,0.292352121,1792,3.1,100,3,1,1
Elizabethtown, KY,0.292352121,1792,3.1,10.000000000000009,4,1,1
Elizabethtown, KY,0.292352121,1792,3.1,0,5,1,1
Boston, MA,0.275552793,20262,3.1,100,1,1,1
Boston, MA,0.275552793,20262,3.1,100,2,1,1
Boston, MA,0.275552793,20262,3.1,100,3,1,1
Boston, MA,0.275552793,20262,3.1,10.000000000000009,4,1,1
Boston, MA,0.275552793,20262,3.1,0,5,1,1
Salem, NH,0.102715571,1445,2.7,100,1,1,1
Salem, NH,0.102715571,1445,2.7,100,2,1,1
Salem, NH,0.102715571,1445,2.7,70.00000000000001,3,1,1
Salem, NH,0.102715571,1445,2.7,0,4,1,1
Salem, NH,0.102715571,1445,2.7,0,5,1,1
Fox Lake, IL,0.256061034,503,3.0,100,1,1,1
Fox Lake, IL,0.256061034,503,3.0,100,2,1,1
Fox Lake, IL,0.256061034,503,3.0,100,3,1,1
Fox Lake, IL,0.256061034,503,3.0,0.0,4,1,1
Fox Lake, IL,0.256061034,503,3.0,0,5,1,1
Naples, FL,n/a,0,0,0,1,1,0
Naples, FL,n/a,0,0,0,2,1,0
Naples, FL,n/a,0,0,0,3,1,0
Naples, FL,n/a,0,0,0,4,1,0
Naples, FL,n/a,0,0,0,5,1,0
Tatum, TX,n/a,0,0,0,1,1,0
Tatum, TX,n/a,0,0,0,2,1,0
Tatum, TX,n/a,0,0,0,3,1,0
Tatum, TX,n/a,0,0,0,4,1,0
Tatum, TX,n/a,0,0,0,5,1,0
Del City, OK,0.286717881,7656,3.1,100,1,1,1
Del City, OK,0.286717881,7656,3.1,100,2,1,1
Del City, OK,0.286717881,7656,3.1,100,3,1,1
Del City, OK,0.286717881,7656,3.1,10.000000000000009,4,1,1
Del City, OK,0.286717881,7656,3.1,0,5,1,1
Middlesboro, KY,0.16055869,397,2.8,100,1,1,1
Middlesboro, KY,0.16055869,397,2.8,100,2,1,1
Middlesboro, KY,0.16055869,397,2.8,79.99999999999999,3,1,1
Middlesboro, KY,0.16055869,397,2.8,0,4,1,1
Middlesboro, KY,0.16055869,397,2.8,0,5,1,1
Melvern, KS,-0.002,5,2.4,100,1,1,1
Melvern, KS,-0.002,5,2.4,100,2,1,1
Melvern, KS,-0.002,5,2.4,39.99999999999999,3,1,1
Melvern, KS,-0.002,5,2.4,0,4,1,1
Melvern, KS,-0.002,5,2.4,0,5,1,1
Irvine, KY,0.240161333,225,3.0,100,1,1,1
Irvine, KY,0.240161333,225,3.0,100,2,1,1
Irvine, KY,0.240161333,225,3.0,100,3,1,1
Irvine, KY,0.240161333,225,3.0,0.0,4,1,1
Irvine, KY,0.240161333,225,3.0,0,5,1,1
South Beloit, IL,0.204670886,474,2.9,100,1,1,1
South Beloit, IL,0.204670886,474,2.9,100,2,1,1
South Beloit, IL,0.204670886,474,2.9,89.99999999999999,3,1,1
South Beloit, IL,0.204670886,474,2.9,0,4,1,1
South Beloit, IL,0.204670886,474,2.9,0,5,1,1
Ranshaw, PA,0,3,2.4,100,1,1,1
Ranshaw, PA,0,3,2.4,100,2,1,1
Ranshaw, PA,0,3,2.4,39.99999999999999,3,1,1
Ranshaw, PA,0,3,2.4,0,4,1,1
Ranshaw, PA,0,3,2.4,0,5,1,1
Sterling, AK,0.21466852,1331,2.9,100,1,1,1
Sterling, AK,0.21466852,1331,2.9,100,2,1,1
Sterling, AK,0.21466852,1331,2.9,89.99999999999999,3,1,1
Sterling, AK,0.21466852,1331,2.9,0,4,1,1
Sterling, AK,0.21466852,1331,2.9,0,5,1,1
Batesburg, SC,0.258326859,659,3.0,100,1,1,1
Batesburg, SC,0.258326859,659,3.0,100,2,1,1
Batesburg, SC,0.258326859,659,3.0,100,3,1,1
Batesburg, SC,0.258326859,659,3.0,0.0,4,1,1
Batesburg, SC,0.258326859,659,3.0,0,5,1,1
Buhl, AL,0.061986667,15,2.6,100,1,1,1
Buhl, AL,0.061986667,15,2.6,100,2,1,1
Buhl, AL,0.061986667,15,2.6,60.00000000000001,3,1,1
Buhl, AL,0.061986667,15,2.6,0,4,1,1
Buhl, AL,0.061986667,15,2.6,0,5,1,1
Goodwater, AL,0.134514286,49,2.7,100,1,1,1
Goodwater, AL,0.134514286,49,2.7,100,2,1,1
Goodwater, AL,0.134514286,49,2.7,70.00000000000001,3,1,1
Goodwater, AL,0.134514286,49,2.7,0,4,1,1
Goodwater, AL,0.134514286,49,2.7,0,5,1,1
